ÇàÁ¤±¸¿ªº°,Æ¯¼ºº°,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,ÃÑ°è
ÇàÁ¤±¸¿ªº°,Æ¯¼ºº°,³íº­Àç¹è³ó°¡ (°¡±¸),°æ¿î±â:³ó°¡ (°¡±¸),´ë¼ö (´ë),Æ®·¢ÅÍ:³ó°¡ (°¡±¸),´ë¼ö (´ë),ÄÞ¹ÙÀÎ:³ó°¡ (°¡±¸),´ë¼ö (´ë),°ÇÁ¶±â:³ó°¡ (°¡±¸),´ë¼ö (´ë),ÀÌ¾Ó±â:³ó°¡ (°¡±¸),´ë¼ö (´ë),±¼Âø±â:³ó°¡ (°¡±¸),´ë¼ö (´ë),ÃÑ°è
°æ»ê½Ã,³íº­,657,288,308,94,106,40,40,115,122,91,92,7,7,675
±ºÀ§±º,³íº­,1198,936,1017,428,452,192,195,627,665,335,339,7,7,2675
ÀÇ¼º±º,³íº­,3653,2849,3386,1964,2098,795,801,1795,1903,1372,1381,52,52,9621
Ã»¼Û±º,³íº­,460,226,239,47,50,22,22,194,216,48,48,4,4,579
¿µ¾ç±º,³íº­,192,99,112,35,39,13,13,88,106,27,28,2,2,300
¿µ´ö±º,³íº­,1340,545,616,271,310,120,120,282,330,193,193,5,5,1574
Ã»µµ±º,³íº­,896,623,651,335,356,201,202,412,433,323,323,16,16,1981
°í·É±º,³íº­,1651,981,1052,611,657,236,246,328,346,399,403,12,12,2716
¼ºÁÖ±º,³íº­,957,494,505,254,281,73,75,188,204,144,149,10,10,1224
Ä¥°î±º,³íº­,1930,993,1047,398,415,159,163,369,376,388,393,9,9,2403
¿¹Ãµ±º,³íº­,4134,2417,2557,1539,1641,478,486,1691,1860,1061,1068,30,31,7643
ºÀÈ­±º,³íº­,839,522,554,304,324,65,65,451,536,224,224,12,12,1715
¿ïÁø±º,³íº­,1690,858,908,450,480,260,266,673,742,410,419,11,11,2826
¿ï¸ª±º,³íº­,1,-,-,-,-,-,-,-,-,-,-,-,-,0
µ¿ºÎ,³íº­,8573,1945,2107,870,942,446,456,686,703,730,739,35,35,4982
À¾ºÎ,³íº­,7458,2949,3195,1603,1757,636,645,1368,1453,1069,1081,58,61,8192
¸éºÎ,³íº­,30725,18375,19607,10527,11396,4747,4808,9921,10547,7609,7687,253,264,54309
Ã¢¿ø½Ã,³íº­,4788,1349,1455,663,724,286,292,489,520,470,478,16,16,3485
ÀÇÃ¢±¸,³íº­,1677,507,535,276,305,98,99,150,161,158,160,5,5,1265
¼º»ê±¸,³íº­,716,113,121,27,28,16,17,30,31,22,23,5,5,225
¸¶»êÇÕÆ÷±¸,³íº­,1295,481,532,265,292,130,132,221,240,198,201,4,4,1401
¸¶»êÈ¸¿ø±¸,³íº­,685,144,154,55,59,24,25,63,63,48,48,1,1,350
ÁøÇØ±¸,³íº­,415,104,113,40,40,18,19,25,25,44,46,1,1,244
ÁøÁÖ½Ã,³íº­,4448,2061,2190,947,988,451,453,879,904,692,694,37,38,5267
Åë¿µ½Ã,³íº­,381,196,219,68,69,45,46,104,105,68,68,2,2,509
»çÃµ½Ã,³íº­,3020,1746,1912,885,961,450,459,835,882,661,680,38,39,4933
±èÇØ½Ã,³íº­,3777,1042,1100,544,618,292,297,383,397,442,445,15,15,2872
¹Ð¾ç½Ã,³íº­,2706,1359,1423,802,870,225,234,459,508,491,494,15,16,3545
°ÅÁ¦½Ã,³íº­,1402,592,661,257,287,195,200,433,446,277,284,11,12,1890
¾ç»ê½Ã,³íº­,1064,490,560,199,225,100,103,178,197,223,231,7,7,1323
ÀÇ·É±º,³íº­,2143,1311,1423,789,872,309,314,633,679,481,483,9,9,3780
ÇÔ¾È±º,³íº­,2984,1388,1450,846,894,291,292,636,668,482,489,21,21,3814
Ã¢³ç±º,³íº­,2247,1291,1415,810,989,274,278,500,544,559,564,16,16,3806
°í¼º±º,³íº­,2744,1705,1845,961,1042,520,523,928,968,672,679,17,18,5075
³²ÇØ±º,³íº­,1536,977,1076,656,723,295,300,631,683,404,406,23,23,3211
ÇÏµ¿±º,³íº­,1974,1248,1312,698,746,312,317,997,1106,495,504,29,29,4014
»êÃ»±º,³íº­,2325,1497,1565,967,1014,547,553,1001,1077,782,789,22,23,5021
ÇÔ¾ç±º,³íº­,2474,1277,1342,709,741,271,273,907,945,545,545,25,26,3872
°ÅÃ¢±º,³íº­,2683,1277,1312,685,716,290,294,691,716,462,465,18,24,3527
ÇÕÃµ±º,³íº­,4060,2463,2649,1514,1616,676,681,1291,1358,1202,1209,25,26,7539
µ¿ºÎ,³íº­,9,1,1,-,-,-,-,-,-,-,-,-,-,1
À¾ºÎ,³íº­,2,-,-,-,-,-,-,-,-,-,-,-,-,0
¸éºÎ,³íº­,1,-,-,-,-,-,-,-,-,-,-,-,-,0
Á¦ÁÖ½Ã,³íº­,5,-,-,-,-,-,-,-,-,-,-,-,-,0
¼­±ÍÆ÷½Ã,³íº­,7,1,1,-,-,-,-,-,-,-,-,-,-,1
