"ÇàÁ¤±¸¿ªº°","Æ¯¼ºº°",2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010
"ÇàÁ¤±¸¿ªº°","Æ¯¼ºº°",³ó°¡ (°¡±¸),°æ¿î±â:³ó°¡ (°¡±¸),´ë¼ö (´ë),Æ®·¢ÅÍ:³ó°¡ (°¡±¸),´ë¼ö (´ë),ÄÞ¹ÙÀÎ:³ó°¡ (°¡±¸),´ë¼ö (´ë),°ü¸®±â:³ó°¡ (°¡±¸),´ë¼ö (´ë),°ÇÁ¶±â:³ó°¡ (°¡±¸),´ë¼ö (´ë),ÀÌ¾Ó±â:³ó°¡ (°¡±¸),´ë¼ö (´ë),°ú¼ö¿ø¿ëSSºÐ¹«±â:³ó°¡ (°¡±¸),´ë¼ö (´ë),Àú¿ÂÀúÀå°í:³ó°¡ (°¡±¸),¹Ù´Ú¸éÀû (§³)
"¼øÃ¢±º","³íº­",3244,2137,2336,683,721,322,324,508,511,1285,1391,896,900,6,6,657,7415
"°íÃ¢±º","³íº­",5929,3846,4130,1261,1352,668,677,1291,1308,912,957,1354,1370,26,27,399,5559
"ºÎ¾È±º","³íº­",4412,2700,2898,1455,1746,693,709,1065,1083,1135,1475,1164,1204,6,6,122,2081
"µ¿ºÎ","³íº­",4316,1620,1762,475,511,293,301,863,883,409,458,586,604,66,66,40,3662
"À¾ºÎ","³íº­",16575,8396,9049,3095,3372,1520,1571,2778,2821,2885,3239,2884,2941,83,84,548,9364
"¸éºÎ","³íº­",63729,39355,42521,13673,14837,6853,6983,11547,11748,14749,16637,13595,13757,390,404,2840,47204
"¸ñÆ÷½Ã","³íº­",528,191,206,86,89,54,56,58,59,55,59,83,84,4,4,7,1817
"¿©¼ö½Ã","³íº­",3106,1649,1872,253,260,181,185,836,849,341,361,575,592,13,13,23,423
"¼øÃµ½Ã","³íº­",4804,2196,2416,500,540,326,336,1262,1294,694,735,819,838,76,78,218,4282
"³ªÁÖ½Ã","³íº­",6393,3779,4076,1425,1595,641,658,806,814,1091,1222,1094,1111,132,134,101,4051
"±¤¾ç½Ã","³íº­",2408,1117,1234,222,232,163,169,513,517,318,335,380,393,29,29,99,1779
"´ã¾ç±º","³íº­",4000,1744,1860,508,557,257,272,440,446,423,466,572,579,11,11,103,1265
"°î¼º±º","³íº­",3512,1779,1907,501,530,269,272,706,716,511,546,628,634,11,11,151,2394
"±¸·Ê±º","³íº­",1804,1022,1075,256,272,158,163,360,364,557,589,414,418,19,20,146,2126
"°íÈï±º","³íº­",5794,3860,4177,1208,1328,711,726,1425,1441,1298,1489,1228,1246,24,24,64,1084
"º¸¼º±º","³íº­",4905,2749,2998,939,986,447,453,1000,1015,1138,1278,1031,1043,19,19,271,5013
"È­¼ø±º","³íº­",5080,2116,2316,656,711,389,401,578,591,896,1029,827,840,26,26,153,2530
"ÀåÈï±º","³íº­",4136,2444,2620,1087,1220,430,441,669,689,1348,1615,883,892,8,8,243,3667
"°­Áø±º","³íº­",4959,3118,3339,1343,1427,570,575,792,803,1628,1959,1057,1070,29,29,324,5000
"ÇØ³²±º","³íº­",5881,4199,4381,2018,2116,950,959,1167,1179,2014,2166,1575,1587,10,10,405,6788
"¿µ¾Ï±º","³íº­",5665,3763,4177,1633,1809,772,784,790,798,1305,1497,1458,1486,53,57,196,3695
"¹«¾È±º","³íº­",3273,1982,2125,625,666,264,270,320,331,399,443,537,546,12,14,47,1127
"ÇÔÆò±º","³íº­",3893,2445,2623,796,861,424,429,350,353,862,996,773,780,7,7,150,2833
"¿µ±¤±º","³íº­",4707,3137,3367,1099,1263,528,542,951,986,1166,1295,894,907,6,6,252,3267
"Àå¼º±º","³íº­",3182,1532,1665,517,587,284,293,537,549,404,446,592,599,33,37,244,3204
"¿Ïµµ±º","³íº­",2041,1353,1518,276,282,202,212,329,334,311,344,403,405,8,8,38,1017
"Áøµµ±º","³íº­",1665,1095,1135,458,475,199,201,742,754,565,633,425,429,-,-,22,510
"½Å¾È±º","³íº­",2884,2101,2245,837,914,447,458,557,570,719,831,817,823,9,9,171,2358
"µ¿ºÎ","³íº­",11208,4375,4604,1464,1524,720,724,2363,2401,941,986,1969,1984,82,84,56,2060
"À¾ºÎ","³íº­",16098,8935,9477,2930,3048,1439,1451,4202,4274,2316,2440,4255,4296,99,100,134,4361
"¸éºÎ","³íº­",45320,31072,32934,10466,10810,4943,4981,17411,17687,11979,12681,14741,14829,507,509,536,21512
"Æ÷Ç×½Ã","³íº­",7932,3472,3743,1201,1248,801,811,1294,1320,839,875,1889,1914,36,38,44,1480
"³²±¸","³íº­",3290,1426,1583,300,310,207,215,432,438,204,214,798,817,7,8,12,428
"ºÏ±¸","³íº­",4642,2046,2160,901,938,594,596,862,882,635,661,1091,1097,29,30,32,1052
"°æÁÖ½Ã","³íº­",10215,6253,6748,1956,2017,1188,1193,2231,2260,1069,1099,3541,3555,45,45,57,1942
"±èÃµ½Ã","³íº­",3107,1806,1844,524,542,235,236,1360,1376,370,387,634,640,41,41,11,854
"¾Èµ¿½Ã","³íº­",4351,2442,2571,682,713,254,258,1531,1572,1481,1557,1009,1023,35,35,34,1241
"±¸¹Ì½Ã","³íº­",5547,3695,3939,1535,1573,668,671,2076,2097,768,790,1897,1907,23,23,32,862
"¿µÁÖ½Ã","³íº­",2250,1285,1319,420,441,168,170,819,836,612,648,555,559,23,23,22,853
"¿µÃµ½Ã","³íº­",2361,1393,1457,191,202,136,136,901,919,312,332,372,374,33,33,24,1227
"»óÁÖ½Ã","³íº­",6694,4755,4889,1956,1980,771,773,2863,2891,1601,1667,2203,2210,165,166,139,3553
"¹®°æ½Ã","³íº­",3535,1965,2043,679,694,296,296,864,876,745,802,861,868,34,34,40,1159
"°æ»ê½Ã","³íº­",952,519,559,90,103,55,56,335,343,100,116,156,158,22,22,12,398
"±ºÀ§±º","³íº­",1730,1366,1463,325,337,158,159,1071,1087,538,569,564,569,20,20,18,634
"ÀÇ¼º±º","³íº­",4826,3793,4021,1756,1814,757,758,2597,2620,1616,1670,2019,2022,111,111,78,2732
"Ã»¼Û±º","³íº­",682,405,425,36,40,20,20,202,212,343,373,67,68,10,10,6,395
"¿µ¾ç±º","³íº­",381,198,211,43,44,26,26,130,134,199,211,53,54,4,4,1,6
"¿µ´ö±º","³íº­",2476,1121,1317,356,405,182,190,579,605,480,548,394,400,16,17,32,923
"Ã»µµ±º","³íº­",876,675,761,192,208,129,133,471,480,293,314,346,347,19,19,25,663
"°í·É±º","³íº­",2024,1338,1384,379,382,166,166,579,581,127,127,561,564,1,1,12,259
"¼ºÁÖ±º","³íº­",1584,948,976,201,215,82,84,625,631,70,79,303,304,4,4,15,404
"Ä¥°î±º","³íº­",2180,1383,1473,287,304,173,176,706,717,129,139,626,633,7,7,24,1826
"¿¹Ãµ±º","³íº­",4965,3134,3264,1312,1353,468,472,1671,1698,2110,2257,1660,1670,22,22,49,5281
"ºÀÈ­±º","³íº­",1201,747,774,274,277,75,76,544,569,509,551,347,349,15,16,13,476
"¿ïÁø±º","³íº­",2756,1689,1834,465,490,294,296,527,538,925,996,908,921,2,2,38,765
"¿ï¸ª±º","³íº­",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"µ¿ºÎ","³íº­",6876,2550,2762,729,783,442,451,1036,1051,338,351,1022,1037,43,46,24,444
"À¾ºÎ","³íº­",8690,4007,4242,1191,1302,578,591,2160,2203,769,857,1363,1394,68,69,62,3918
"¸éºÎ","³íº­",44103,28453,30674,8369,8707,4515,4561,12137,12324,6815,7242,11394,11516,252,254,539,14890
"ÁøÁÖ½Ã","³íº­",5940,3323,3476,797,820,393,394,1427,1447,606,647,1089,1097,40,40,22,722
"Åë¿µ½Ã","³íº­",669,361,408,65,68,53,56,271,274,42,47,127,132,4,4,7,114
"»çÃµ½Ã","³íº­",3966,2533,2777,766,794,440,446,1074,1091,494,517,1001,1014,16,16,52,1393
"±èÇØ½Ã","³íº­",3930,1828,1968,690,778,395,402,719,727,292,306,854,877,36,37,25,524
"¹Ð¾ç½Ã","³íº­",2883,1786,1848,459,486,167,169,882,889,316,341,559,564,29,30,9,141
"°ÅÁ¦½Ã","³íº­",2547,1274,1433,334,364,263,267,567,579,354,383,527,539,3,4,35,1005
"¾ç»ê½Ã","³íº­",1212,757,881,198,205,128,131,170,175,73,78,422,428,3,3,6,62
"Ã¢¿ø½Ã","³íº­",4273,2142,2330,620,651,347,354,891,901,324,346,834,847,53,55,28,2756
"ÀÇÃ¢±¸","³íº­",1476,794,832,235,254,124,124,410,417,95,108,220,221,42,43,12,1825
"¼º»ê±¸","³íº­",284,64,65,10,10,5,5,29,29,5,5,13,13,1,1,-,-
"¸¶»êÇÕÆ÷±¸","³íº­",1547,902,1013,243,250,157,160,279,282,165,170,436,441,2,2,14,907
"¸¶»êÈ¸¿ø±¸","³íº­",527,193,201,54,57,22,22,85,85,33,36,70,73,6,7,1,7
"ÁøÇØ±¸","³íº­",439,189,219,78,80,39,43,88,88,26,27,95,99,2,2,1,17
"ÀÇ·É±º","³íº­",3016,1859,1986,522,551,261,264,561,566,419,460,723,729,7,7,20,507
"ÇÔ¾È±º","³íº­",3471,2071,2167,598,618,271,274,1289,1297,405,427,763,767,33,33,18,288
"Ã¢³ç±º","³íº­",3162,1955,2112,614,678,278,282,1240,1290,450,502,854,865,20,20,15,2766
"°í¼º±º","³íº­",4110,2747,3109,967,1026,568,574,983,1000,685,719,941,956,21,22,33,1645
"³²ÇØ±º","³íº­",1221,805,888,314,335,184,185,332,339,416,451,320,326,2,2,12,130
"ÇÏµ¿±º","³íº­",3088,2035,2142,666,693,375,388,897,908,723,773,743,751,22,22,74,1496
"»êÃ»±º","³íº­",3253,2284,2495,795,806,493,493,725,740,621,650,1202,1218,27,27,44,939
"ÇÔ¾ç±º","³íº­",3875,1964,2065,477,487,208,208,1063,1078,515,541,705,707,14,14,134,3166
"°ÅÃ¢±º","³íº­",4233,2301,2369,612,623,269,271,1328,1347,496,523,856,859,28,28,56,1040
"ÇÕÃµ±º","³íº­",4820,2985,3224,795,809,442,445,914,930,691,739,1259,1271,5,5,35,558
"µ¿ºÎ","³íº­",5,2,2,2,2,1,1,1,1,1,1,1,1,-,-,-,-
"À¾ºÎ","³íº­",1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"¸éºÎ","³íº­",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Á¦ÁÖ½Ã","³íº­",2,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-
"¼­±ÍÆ÷½Ã","³íº­",5,2,2,1,1,1,1,1,1,1,1,1,1,-,-,-,-
