"행정구역별",2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021
"행정구역별",농가 (가구),상대표준오차,농가인구 (명),상대표준오차(농가인구),농가인구(남) (명),농가인구(여) (명),농가 (가구),상대표준오차,농가인구 (명),상대표준오차(농가인구),농가인구(남) (명),농가인구(여) (명),농가 (가구),상대표준오차,농가인구 (명),상대표준오차(농가인구),농가인구(남) (명),농가인구(여) (명),농가 (가구),상대표준오차,농가인구 (명),상대표준오차(농가인구),농가인구(남) (명),농가인구(여) (명),농가 (가구),상대표준오차,농가인구 (명),상대표준오차(농가인구),농가인구(남) (명),농가인구(여) (명),농가 (가구),상대표준오차,농가인구 (명),상대표준오차(농가인구),농가인구(남) (명),농가인구(여) (명),농가 (가구),상대표준오차,농가인구 (명),상대표준오차(농가인구),농가인구(남) (명),농가인구(여) (명),농가 (가구),상대표준오차,농가인구 (명),상대표준오차(농가인구),농가인구(남) (명),농가인구(여) (명),농가 (가구),상대표준오차,농가인구 (명),상대표준오차(농가인구),농가인구(남) (명),농가인구(여) (명),농가 (가구),상대표준오차,농가인구 (명),상대표준오차(농가인구),농가인구(남) (명),농가인구(여) (명),농가 (가구),농가인구 (명),농가인구(남) (명),농가인구(여) (명),농가 (가구),상대표준오차,농가인구 (명),상대표준오차(농가인구),농가인구(남) (명),농가인구(여) (명)
"의왕시",762,,2474,,1253,1221,826,6.0,2659,8.9,1351,1308,834,6.0,2581,10.5,1304,1277,832,4.3,2614,3.7,1303,1311,791,4.1,2432,3.1,1259,1173,817,-,2431,-,1245,1186,685,6.6,1981,8.7,911,1070,657,7.8,1969,9.7,902,1066,610,10.4,1717,10.3,822,895,535,10.0,1525,11.4,703,822,854,2303,1170,1133,744,6.7,1752,9.3,950,801
"하남시",1553,,5240,,2688,2552,1387,3.4,4659,11.4,2309,2350,1291,4.4,4285,9.0,2147,2138,1361,7.5,4420,9.4,2193,2227,1362,8.8,4381,10.1,2188,2193,1283,-,4001,-,2050,1951,1308,4.7,4203,8.5,2185,2018,1221,6.1,3867,9.9,1982,1885,1071,8.5,3054,10.6,1565,1489,944,8.7,2699,10.0,1428,1272,1078,2877,1468,1409,848,7.5,1954,8.7,1051,902
"용인시",7550,,23944,,11917,12027,7867,3.8,24408,9.6,12122,12286,7983,3.8,25171,5.9,12430,12741,7876,4.2,24819,4.6,12140,12679,7658,4.7,23210,4.9,11355,11855,7232,-,20807,-,10466,10341,6712,3.5,18624,4.3,9620,9004,6446,4.3,18019,4.8,9119,8901,6191,5.1,16631,5.5,8508,8122,5602,5.5,15224,5.9,7888,7336,7288,19295,9733,9562,7243,4.0,19022,5.1,9413,9610
"파주시",8390,,26309,,13162,13147,9119,3.5,27299,7.2,13680,13619,8842,3.9,25975,5.9,13183,12792,8284,4.7,24232,4.7,12105,12126,8100,5.2,23621,4.8,11845,11776,7864,-,22068,-,11088,10980,7223,3.8,20398,5.0,10407,9991,6897,4.1,19584,5.4,9825,9759,6774,4.6,18911,5.6,9469,9442,6790,3.9,18519,4.5,9276,9243,6555,16722,8425,8297,6736,5.3,16522,5.1,8544,7978
"이천시",9039,,27401,,13718,13683,9206,5.7,27002,7.8,13481,13521,9086,6.7,26613,8.2,13127,13486,8909,6.5,25373,6.8,12371,13002,8736,6.9,24584,7.4,12241,12343,8183,-,22409,-,11210,11199,8031,3.3,21188,4.4,10726,10462,7549,3.4,20049,4.6,10364,9684,7074,3.7,17437,4.2,8882,8554,6976,3.6,16939,4.3,8610,8329,8229,20607,10443,10164,7793,2.6,19603,3.9,10032,9572
"안성시",10022,,29479,,14808,14671,10084,4.6,29953,9.6,14978,14975,9871,4.7,29243,7.3,14522,14721,9708,5.1,28266,5.6,14114,14152,9538,5.9,26985,6.6,13350,13634,8578,-,22766,-,11522,11244,8634,3.0,21252,4.3,10733,10519,8603,3.4,21152,4.1,10484,10668,8559,3.9,20147,4.9,10017,10129,8518,4.5,19882,5.2,9960,9923,7943,19321,9817,9504,9352,4.9,20913,5.6,10421,10492
"김포시",6271,,19351,,9639,9712,6085,3.7,19280,7.7,9565,9715,5844,4.0,17836,7.9,8829,9007,5620,4.0,16790,5.5,8338,8452,5521,4.2,15542,5.4,7748,7794,5488,-,15355,-,7607,7748,5346,3.3,14724,4.9,7180,7544,4914,4.0,13683,5.9,6599,7083,4993,5.3,13915,6.9,6784,7130,5013,5.3,13779,7.7,6800,6979,4980,12830,6466,6364,5325,5.8,14178,6.9,6978,7200
"화성시",12606,,36946,,18585,18361,13851,4.7,39443,11.7,19797,19646,14464,5.6,41869,7.5,20773,21095,13983,6.0,39518,6.7,19321,20197,13958,6.1,39168,6.9,19295,19873,12264,-,32763,-,16449,16314,12326,3.2,31589,4.2,16224,15365,12484,3.1,32073,4.4,16532,15540,12182,3.5,30404,4.5,15525,14879,11726,3.8,29567,4.7,14916,14651,10395,26340,13344,12996,9904,3.5,24132,3.5,12311,11821
"광주시",4277,,13952,,7009,6943,3957,10.0,11482,11.7,5671,5810,3978,9.2,11740,8.9,5913,5828,3790,9.8,11245,7.5,5639,5606,3786,10.2,11297,7.0,5620,5677,4379,-,12862,-,6487,6375,4104,4.6,11479,5.5,5585,5894,3850,4.9,11064,6.1,5389,5675,3720,5.4,10508,6.6,5053,5455,3520,5.3,9406,5.7,4453,4953,3928,10358,5260,5098,3283,5.9,6881,7.9,3413,3467
"양주시",4846,,15429,,7804,7625,4924,6.8,15833,13.1,7905,7929,4689,7.3,14579,6.3,7454,7125,4487,6.5,13889,5.9,7118,6770,4372,7.2,13437,6.8,6997,6440,4318,-,12569,-,6397,6172,4017,4.9,11098,6.9,5574,5523,3906,4.7,10847,6.6,5366,5481,3798,5.4,10121,7.2,5005,5116,3620,6.3,9722,7.3,4824,4898,3735,9507,4819,4688,3403,4.6,9162,5.6,4531,4631
